variable,ncvar,dataset,monthly,file_name,download_path,download_function,file_name_orig,download_path_orig,version,long_name,abbreviated_name,time_frame,units,units_exp,dataset_list_v
bio11,bio11,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_bio11_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,mean temperature of coldest quarter,mean T of coldest qtr,year,degrees Celsius,*degree*C*,
bio12,bio12,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_bio12_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,annual precipitation,ann. P,year,mm per year,*mm~yr^-1*,
bio13,bio13,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_bio13_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation of wettest month,P of wettest mo.,year,mm per month,*mm~mo^-1*,
bio14,bio14,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_bio14_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation of driest month,P of driest mo.,year,mm per month,*mm~mo^-1*,
bio15,bio15,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_bio15_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation seasonality (coeff var),P season.,year,,,
bio16,bio16,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_bio16_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation of wettest quarter,P of wettest qtr,year,mm per quarter,*mm~qtr^-1*,
bio17,bio17,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_bio17_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation of driest quarter,P of driest qtr,year,mm per quarter,*mm~qtr^-1*,
bio18,bio18,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_bio18_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation of warmest quarter,P of warmest qtr,year,mm per quarter,*mm~qtr^-1*,
bio19,bio19,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_bio19_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation of coldest quarter,P of coldest qtr,year,mm per quarter,*mm~qtr^-1*,
precipitation_01,precipitation_01,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_precipitation_01_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation Jan,P Jan,january,mm per month,*mm~mo^-1*,
precipitation_02,precipitation_02,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_precipitation_02_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation Feb,P Feb,february,mm per month,*mm~mo^-1*,
precipitation_03,precipitation_03,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_precipitation_03_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation Mar,P Mar,march,mm per month,*mm~mo^-1*,
precipitation_04,precipitation_04,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_precipitation_04_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation Apr,P Apr,april,mm per month,*mm~mo^-1*,
precipitation_05,precipitation_05,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_precipitation_05_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation May,P May,may,mm per month,*mm~mo^-1*,
precipitation_06,precipitation_06,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_precipitation_06_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation Jun,P Jun,june,mm per month,*mm~mo^-1*,
precipitation_07,precipitation_07,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_precipitation_07_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation Jul,P Jul,july,mm per month,*mm~mo^-1*,
precipitation_08,precipitation_08,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_precipitation_08_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation Aug,P Aug,august,mm per month,*mm~mo^-1*,
precipitation_09,precipitation_09,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_precipitation_09_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation Sep,P Sep,september,mm per month,*mm~mo^-1*,
precipitation_10,precipitation_10,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_precipitation_10_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation Oct,P Oct,october,mm per month,*mm~mo^-1*,
precipitation_11,precipitation_11,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_precipitation_11_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation Nov,P Nov,november,mm per month,*mm~mo^-1*,
precipitation_12,precipitation_12,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_precipitation_12_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation Dec,P Dec,december,mm per month,*mm~mo^-1*,
temperature_min_01,temperature_min_01,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_min_01_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature Jan,min T Jan,january,degrees Celsius,*degree*C*,
temperature_min_02,temperature_min_02,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_min_02_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature Feb,min T Feb,february,degrees Celsius,*degree*C*,
temperature_min_03,temperature_min_03,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_min_03_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature Mar,min T Mar,march,degrees Celsius,*degree*C*,
temperature_min_04,temperature_min_04,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_min_04_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature Apr,min T Apr,april,degrees Celsius,*degree*C*,
temperature_min_05,temperature_min_05,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_min_05_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature May,min T May,may,degrees Celsius,*degree*C*,
temperature_min_06,temperature_min_06,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_min_06_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature Jun,min T Jun,june,degrees Celsius,*degree*C*,
temperature_min_07,temperature_min_07,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_min_07_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature Jul,min T Jul,july,degrees Celsius,*degree*C*,
temperature_min_08,temperature_min_08,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_min_08_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature Aug,min T Aug,august,degrees Celsius,*degree*C*,
temperature_min_09,temperature_min_09,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_min_09_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature Sep,min T Sep,september,degrees Celsius,*degree*C*,
temperature_min_10,temperature_min_10,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_min_10_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature Oct,min T Oct,october,degrees Celsius,*degree*C*,
temperature_min_11,temperature_min_11,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_min_11_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature Nov,min T Nov,november,degrees Celsius,*degree*C*,
temperature_min_12,temperature_min_12,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_min_12_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature Dec,min T Dec,december,degrees Celsius,*degree*C*,
temperature_max_01,temperature_max_01,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_max_01_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,maximum temperature Jan,max T Jan,january,degrees Celsius,*degree*C*,
temperature_max_02,temperature_max_02,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_max_02_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,maximum temperature Feb,max T Feb,february,degrees Celsius,*degree*C*,
temperature_max_03,temperature_max_03,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_max_03_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,maximum temperature Mar,max T Mar,march,degrees Celsius,*degree*C*,
temperature_max_04,temperature_max_04,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_max_04_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,maximum temperature Apr,max T Apr,april,degrees Celsius,*degree*C*,
temperature_max_05,temperature_max_05,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_max_05_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,maximum temperature May,max T May,may,degrees Celsius,*degree*C*,
temperature_max_06,temperature_max_06,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_max_06_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,maximum temperature Jun,max T Jun,june,degrees Celsius,*degree*C*,
temperature_max_07,temperature_max_07,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_max_07_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,maximum temperature Jul,max T Jul,july,degrees Celsius,*degree*C*,
temperature_max_08,temperature_max_08,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_max_08_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,maximum temperature Aug,max T Aug,august,degrees Celsius,*degree*C*,
temperature_max_09,temperature_max_09,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_max_09_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,maximum temperature Sep,max T Sep,september,degrees Celsius,*degree*C*,
temperature_max_10,temperature_max_10,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_max_10_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,maximum temperature Oct,max T Oct,october,degrees Celsius,*degree*C*,
temperature_max_11,temperature_max_11,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_max_11_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,maximum temperature Nov,max T Nov,november,degrees Celsius,*degree*C*,
temperature_max_12,temperature_max_12,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_10m_temperature_max_12_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,maximum temperature Dec,max T Dec,december,degrees Celsius,*degree*C*,
bio01,bio01,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_bio01_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,annual mean temperature,ann. mean T,year,degrees Celsius,*degree*C*,
bio02,bio02,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_bio02_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,mean diurnal range,diurn. range,year,degrees Celsius,*degree*C*,
bio03,bio03,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_bio03_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,isothermality,isothermality,year,,,
bio04,bio04,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_bio04_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,temperature seasonality,T season.,year,degrees Celsius,*degree*C*,
bio05,bio05,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_bio05_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,maximum temperature of warmest month,max. T of warmest mo.,year,degrees Celsius,*degree*C*,
bio06,bio06,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_bio06_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature of coldest month,min. T of coldest mo.,year,degrees Celsius,*degree*C*,
bio07,bio07,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_bio07_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,temperature annual range (bio05-bio06),T ann. Range,year,degrees Celsius,*degree*C*,
bio08,bio08,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_bio08_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,mean temperature of wettest quarter,mean T of wettest qtr,year,degrees Celsius,*degree*C*,
bio09,bio09,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_bio09_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,mean temperature of driest quarter,mean T of driest qtr,year,degrees Celsius,*degree*C*,
bio10,bio10,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_bio10_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,mean temperature of warmest quarter,mean T of warmest qtr,year,degrees Celsius,*degree*C*,
bio11,bio11,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_bio11_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,mean temperature of coldest quarter,mean T of coldest qtr,year,degrees Celsius,*degree*C*,
bio12,bio12,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_bio12_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,annual precipitation,ann. P,year,mm per year,*mm~yr^-1*,
bio13,bio13,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_bio13_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation of wettest month,P of wettest mo.,year,mm per month,*mm~mo^-1*,
bio14,bio14,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_bio14_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation of driest month,P of driest mo.,year,mm per month,*mm~mo^-1*,
bio15,bio15,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_bio15_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation seasonality (coeff var),P season.,year,,,
bio16,bio16,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_bio16_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation of wettest quarter,P of wettest qtr,year,mm per quarter,*mm~qtr^-1*,
bio17,bio17,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_bio17_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation of driest quarter,P of driest qtr,year,mm per quarter,*mm~qtr^-1*,
bio18,bio18,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_bio18_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation of warmest quarter,P of warmest qtr,year,mm per quarter,*mm~qtr^-1*,
bio19,bio19,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,FALSE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_bio19_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation of coldest quarter,P of coldest qtr,year,mm per quarter,*mm~qtr^-1*,
precipitation_01,precipitation_01,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_precipitation_01_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation Jan,P Jan,january,mm per month,*mm~mo^-1*,
precipitation_02,precipitation_02,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_precipitation_02_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation Feb,P Feb,february,mm per month,*mm~mo^-1*,
precipitation_03,precipitation_03,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_precipitation_03_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation Mar,P Mar,march,mm per month,*mm~mo^-1*,
precipitation_04,precipitation_04,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_precipitation_04_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation Apr,P Apr,april,mm per month,*mm~mo^-1*,
precipitation_05,precipitation_05,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_precipitation_05_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation May,P May,may,mm per month,*mm~mo^-1*,
precipitation_06,precipitation_06,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_precipitation_06_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation Jun,P Jun,june,mm per month,*mm~mo^-1*,
precipitation_07,precipitation_07,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_precipitation_07_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation Jul,P Jul,july,mm per month,*mm~mo^-1*,
precipitation_08,precipitation_08,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_precipitation_08_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation Aug,P Aug,august,mm per month,*mm~mo^-1*,
precipitation_09,precipitation_09,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_precipitation_09_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation Sep,P Sep,september,mm per month,*mm~mo^-1*,
precipitation_10,precipitation_10,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_precipitation_10_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation Oct,P Oct,october,mm per month,*mm~mo^-1*,
precipitation_11,precipitation_11,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_precipitation_11_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation Nov,P Nov,november,mm per month,*mm~mo^-1*,
precipitation_12,precipitation_12,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_precipitation_12_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,precipitation Dec,P Dec,december,mm per month,*mm~mo^-1*,
temperature_min_01,temperature_min_01,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_temperature_min_01_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature Jan,min T Jan,january,degrees Celsius,*degree*C*,
temperature_min_02,temperature_min_02,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_temperature_min_02_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature Feb,min T Feb,february,degrees Celsius,*degree*C*,
temperature_min_03,temperature_min_03,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_temperature_min_03_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature Mar,min T Mar,march,degrees Celsius,*degree*C*,
temperature_min_04,temperature_min_04,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_temperature_min_04_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature Apr,min T Apr,april,degrees Celsius,*degree*C*,
temperature_min_05,temperature_min_05,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_temperature_min_05_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature May,min T May,may,degrees Celsius,*degree*C*,
temperature_min_06,temperature_min_06,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_temperature_min_06_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature Jun,min T Jun,june,degrees Celsius,*degree*C*,
temperature_min_07,temperature_min_07,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_temperature_min_07_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature Jul,min T Jul,july,degrees Celsius,*degree*C*,
temperature_min_08,temperature_min_08,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_temperature_min_08_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature Aug,min T Aug,august,degrees Celsius,*degree*C*,
temperature_min_09,temperature_min_09,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_temperature_min_09_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature Sep,min T Sep,september,degrees Celsius,*degree*C*,
temperature_min_10,temperature_min_10,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_temperature_min_10_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature Oct,min T Oct,october,degrees Celsius,*degree*C*,
temperature_min_11,temperature_min_11,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_temperature_min_11_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature Nov,min T Nov,november,degrees Celsius,*degree*C*,
temperature_min_12,temperature_min_12,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_temperature_min_12_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,minimum temperature Dec,min T Dec,december,degrees Celsius,*degree*C*,
temperature_max_01,temperature_max_01,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_temperature_max_01_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,maximum temperature Jan,max T Jan,january,degrees Celsius,*degree*C*,
temperature_max_02,temperature_max_02,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_temperature_max_02_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,maximum temperature Feb,max T Feb,february,degrees Celsius,*degree*C*,
temperature_max_03,temperature_max_03,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m,TRUE,WorldClim_2.1_HadGEM3-GC31-LL_ssp585_5m_temperature_max_03_v2.0.0.vrt,,download_worldclim_future,,,2.0.0,maximum temperature Mar,max T Mar,march,degrees Celsius,*degree*C*,
